category,modifiedtripleset,originaltripleset,lexicalisations,triplesetsize,id,prediction_lora-7b,execution_time_lora-7b
Film,"[{'object': 'Louis_Levy', 'property': 'musicComposer', 'subject': ""It's_Great_to_Be_Young_(1956_film)""}, {'object': 'Cecil_Parker', 'property': 'starring', 'subject': ""It's_Great_to_Be_Young_(1956_film)""}, {'object': 'Ted_Willis', 'property': 'writer', 'subject': ""It's_Great_to_Be_Young_(1956_film)""}]","[[{'object': 'Louis_Levy', 'property': 'musicComposer', 'subject': ""It's_Great_to_Be_Young_(1956_film)""}, {'object': 'Cecil_Parker', 'property': 'starring', 'subject': ""It's_Great_to_Be_Young_(1956_film)""}, {'object': 'Ted_Willis', 'property': 'writer', 'subject': ""It's_Great_to_Be_Young_(1956_film)""}]]",[],3,33,"Output text: The film It's Great to Be Young, starring Cecil Parker, was written by Ted Williams and the music was composed by Louis Levy.",1.799806833267212
Artist,"[{'object': 'Post-metal', 'property': 'genre', 'subject': 'Aaron_Turner'}, {'object': 'Lotus_Eaters_(band)', 'property': 'associatedBand/associatedMusicalArtist', 'subject': 'Aaron_Turner'}, {'object': 'Massachusetts', 'property': 'origin', 'subject': 'Aaron_Turner'}, {'object': 'Electric_guitar', 'property': 'instrument', 'subject': 'Aaron_Turner'}, {'object': '1995', 'property': 'activeYearsStartYear', 'subject': 'Aaron_Turner'}]","[[{'object': 'Post-metal', 'property': 'genre', 'subject': 'Aaron_Turner'}, {'object': 'Lotus_Eaters_(band)', 'property': 'associatedMusicalArtist', 'subject': 'Aaron_Turner'}, {'object': 'Massachusetts', 'property': 'hometown', 'subject': 'Aaron_Turner'}, {'object': 'Electric_guitar', 'property': 'instrument', 'subject': 'Aaron_Turner'}, {'object': '""1995""^^xsd:gYear', 'property': 'activeYearsStartYear', 'subject': 'Aaron_Turner'}], [{'object': 'Post-metal', 'property': 'genre', 'subject': 'Aaron_Turner'}, {'object': 'Lotus_Eaters_(band)', 'property': 'associatedBand', 'subject': 'Aaron_Turner'}, {'object': 'Massachusetts', 'property': 'hometown', 'subject': 'Aaron_Turner'}, {'object': 'Electric_guitar', 'property': 'instrument', 'subject': 'Aaron_Turner'}, {'object': '""1995""^^xsd:gYear', 'property': 'activeYearsStartYear', 'subject': 'Aaron_Turner'}]]",[],5,34,Output text: Aaron Turner is a post-metal musician from Massachusetts. He started performing in 1995 and plays the electric guitar. He was a member of the Lotus Eaters band.,2.2513482570648193
Monument,"[{'object': 'Franklin_County,_Pennsylvania', 'property': 'hasToItsWest', 'subject': 'Adams_County,_Pennsylvania'}, {'object': '2000', 'property': 'established', 'subject': '11th_Mississippi_Infantry_Monument'}, {'object': 'Adams_County,_Pennsylvania', 'property': 'location', 'subject': '11th_Mississippi_Infantry_Monument'}, {'object': 'Carroll_County,_Maryland', 'property': 'hasToItsSoutheast', 'subject': 'Adams_County,_Pennsylvania'}, {'object': 'Contributing_property', 'property': 'category', 'subject': '11th_Mississippi_Infantry_Monument'}]","[[{'object': 'Franklin_County,_Pennsylvania', 'property': 'west', 'subject': 'Adams_County,_Pennsylvania'}, {'object': '2000', 'property': 'established', 'subject': '11th_Mississippi_Infantry_Monument'}, {'object': 'Adams_County,_Pennsylvania', 'property': 'region', 'subject': '11th_Mississippi_Infantry_Monument'}, {'object': 'Carroll_County,_Maryland', 'property': 'southeast', 'subject': 'Adams_County,_Pennsylvania'}, {'object': 'Contributing_property', 'property': 'category', 'subject': '11th_Mississippi_Infantry_Monument'}]]",[],5,35,"Output text: The 11th Mississippi Infantry Monument was established in 2000 and is located in Adams County, Pennsylvania. The County is located to the west of Franklin County and south of Carroll County, Maryland. The monument is categorised as a contributing property.",2.784688949584961
MusicalWork,"[{'object': 'Sludge_metal', 'property': 'genre', 'subject': 'Nord_(Year_of_No_Light_album)'}, {'object': 'Year_of_No_Light', 'property': 'producer', 'subject': 'Nord_(Year_of_No_Light_album)'}, {'object': 'Post-metal', 'property': 'genre', 'subject': 'Nord_(Year_of_No_Light_album)'}, {'object': 'Crucial_Blast', 'property': 'recordLabel', 'subject': 'Nord_(Year_of_No_Light_album)'}, {'object': '2006-09-06', 'property': 'releaseDate', 'subject': 'Nord_(Year_of_No_Light_album)'}]","[[{'object': 'Sludge_metal', 'property': 'genre', 'subject': 'Nord_(Year_of_No_Light_album)'}, {'object': 'Year_of_No_Light', 'property': 'producer', 'subject': 'Nord_(Year_of_No_Light_album)'}, {'object': 'Post-metal', 'property': 'genre', 'subject': 'Nord_(Year_of_No_Light_album)'}, {'object': 'Crucial_Blast', 'property': 'recordLabel', 'subject': 'Nord_(Year_of_No_Light_album)'}, {'object': '2006-09-06', 'property': 'releaseDate', 'subject': 'Nord_(Year_of_No_Light_album)'}]]",[],5,36,Output text: Nord is a post metal sludge metal album released on the Crucial Blast label on 6th September 2006.,1.7101130485534668
City,"[{'object': '1777539', 'property': 'populationMetro', 'subject': 'Ciudad_Ayala'}, {'object': '""City Manager""', 'property': 'leaderTitle', 'subject': 'Ciudad_Ayala'}, {'object': 'City', 'property': 'type', 'subject': 'Ciudad_Ayala'}, {'object': '1604.0', 'property': 'populationDensity', 'subject': 'Ciudad_Ayala'}, {'object': 'Council-manager_government', 'property': 'governmentType', 'subject': 'Ciudad_Ayala'}, {'object': '−6', 'property': 'utcOffset', 'subject': 'Ciudad_Ayala'}]","[[{'object': '1777539', 'property': 'populationMetro', 'subject': 'Ciudad_Ayala'}, {'object': 'City Manager', 'property': 'leaderTitle', 'subject': 'Ciudad_Ayala'}, {'object': 'City', 'property': 'type', 'subject': 'Ciudad_Ayala'}, {'object': '1604.0', 'property': 'populationDensity', 'subject': 'Ciudad_Ayala'}, {'object': 'Council-manager_government', 'property': 'governmentType', 'subject': 'Ciudad_Ayala'}, {'object': '−6', 'property': 'utcOffset', 'subject': 'Ciudad_Ayala'}]]",[],6,37,Output text: Ciudad Ayala is a city governed by a council manager with the UTC offset of -6. It has a population density of 1604 and a population of 1777539. The city manager is the leader of the city.,2.872453212738037
Film,"[{'object': 'Michael_Rooker', 'property': 'starring', 'subject': 'Super_Capers'}, {'object': 'Tom_Sizemore', 'property': 'starring', 'subject': 'Super_Capers'}, {'object': '2000000.0', 'property': 'budget', 'subject': 'Super_Capers'}, {'object': 'Ray_Griggs_(director)', 'property': 'writer', 'subject': 'Super_Capers'}, {'object': 'Ray_Griggs_(director)', 'property': 'director', 'subject': 'Super_Capers'}, {'object': '98.0', 'property': 'runtime', 'subject': 'Super_Capers'}]","[[{'object': 'Michael_Rooker', 'property': 'starring', 'subject': 'Super_Capers'}, {'object': 'Tom_Sizemore', 'property': 'starring', 'subject': 'Super_Capers'}, {'object': '2000000.0', 'property': 'budget', 'subject': 'Super_Capers'}, {'object': 'Ray_Griggs_(director)', 'property': 'writer', 'subject': 'Super_Capers'}, {'object': 'Ray_Griggs_(director)', 'property': 'director', 'subject': 'Super_Capers'}, {'object': '98.0', 'property': 'runtime', 'subject': 'Super_Capers'}]]",[],6,38,"Output text: Super Capers, which was directed by Ray Griggs, had a budget of 200 million dollars and a runtime of 98 minutes. The film starred Michael Rooker and Tom Sizemore.",2.4522931575775146
Scientist,"[{'object': 'Andrzej_Piotr_Ruszczyński', 'property': 'influencedBy', 'subject': 'Darinka_Dentcheva'}]","[[{'object': 'Andrzej_Piotr_Ruszczyński', 'property': 'influencedBy', 'subject': 'Darinka_Dentcheva'}]]",[],1,39,Output text: Darinka Dentcheva was influenced by Andrzej Piotr Ruszczyński.,1.3213751316070557
Film,"[{'object': 'Harry_Carey_(actor_born_1878)', 'property': 'starring', 'subject': 'McVeagh_of_the_South_Seas'}, {'object': 'Harry_Carey_(actor_born_1878)', 'property': 'writer', 'subject': 'McVeagh_of_the_South_Seas'}]","[[{'object': 'Harry_Carey_(actor_born_1878)', 'property': 'starring', 'subject': 'McVeagh_of_the_South_Seas'}, {'object': 'Harry_Carey_(actor_born_1878)', 'property': 'writer', 'subject': 'McVeagh_of_the_South_Seas'}]]",[],2,40,Output text: The writer of McVeagh of the South Seas is Harry Carey (born 1878).,1.4334909915924072
Food,"[{'object': 'Mexican_peso', 'property': 'currency', 'subject': 'Mexico'}, {'object': 'Mexicans', 'property': 'demonym', 'subject': 'Mexico'}, {'object': 'Dessert', 'property': 'course', 'subject': 'Bionico'}, {'object': 'Guadalajara', 'property': 'region', 'subject': 'Bionico'}, {'object': 'Cookie', 'property': 'dishVariation', 'subject': 'Dessert'}, {'object': '""Chopped Fruits, Sour Cream, Condensed Milk, Granola, Shredded Coconut, Raisins""', 'property': 'mainIngredient', 'subject': 'Bionico'}, {'object': 'Mexico', 'property': 'country', 'subject': 'Bionico'}]","[[{'object': 'Mexican_peso', 'property': 'currency', 'subject': 'Mexico'}, {'object': 'Mexicans', 'property': 'demonym', 'subject': 'Mexico'}, {'object': 'Dessert', 'property': 'course', 'subject': 'Bionico'}, {'object': 'Guadalajara', 'property': 'region', 'subject': 'Bionico'}, {'object': 'Cookie', 'property': 'hasVariant', 'subject': 'Dessert'}, {'object': '""Chopped Fruits, Sour Cream, Condensed Milk, Granola, Shredded Coconut, Raisins""@en', 'property': 'mainIngredient', 'subject': 'Bionico'}, {'object': 'Mexico', 'property': 'country', 'subject': 'Bionico'}]]",[],7,41,"Output text: Bionico is a dessert from the Guadalajara region of Mexico. The main ingredients are chopped fruits, sour cream, condensed milk, granola, shredded coconut and raisins. The currency of Mexico is the peso and the people are known as Mexicans.",3.487518072128296
City,"[{'object': '""City Manager""', 'property': 'leaderTitle', 'subject': 'Ciudad_Ayala'}, {'object': 'City', 'property': 'type', 'subject': 'Ciudad_Ayala'}, {'object': '1604.0', 'property': 'populationDensity', 'subject': 'Ciudad_Ayala'}]","[[{'object': 'City Manager', 'property': 'leaderTitle', 'subject': 'Ciudad_Ayala'}, {'object': 'City', 'property': 'type', 'subject': 'Ciudad_Ayala'}, {'object': '1604.0', 'property': 'populationDensity', 'subject': 'Ciudad_Ayala'}]]",[],3,42,Output text: Ciudad Ayala is a city led by the City Manager and has a population density of 1604.,1.5241951942443848
Airport,"[{'object': 'ENAIRE', 'property': 'operatingOrganisation', 'subject': 'Adolfo_Suárez_Madrid–Barajas_Airport'}, {'object': 'Alcobendas', 'property': 'location', 'subject': 'Adolfo_Suárez_Madrid–Barajas_Airport'}, {'object': 'Madrid', 'property': 'city', 'subject': 'ENAIRE'}, {'object': '3500.0', 'property': 'runwayLength', 'subject': 'Adolfo_Suárez_Madrid–Barajas_Airport'}, {'object': 'Spain', 'property': 'country', 'subject': 'Madrid'}]","[[{'object': 'ENAIRE', 'property': 'operator', 'subject': 'Adolfo_Suárez_Madrid–Barajas_Airport'}, {'object': 'Alcobendas', 'property': 'location', 'subject': 'Adolfo_Suárez_Madrid–Barajas_Airport'}, {'object': 'Madrid', 'property': 'locationCity', 'subject': 'ENAIRE'}, {'object': '""3499.71""^^xsd:double', 'property': 'runwayLength', 'subject': 'Adolfo_Suárez_Madrid–Barajas_Airport'}, {'object': 'Spain', 'property': 'country', 'subject': 'Madrid'}]]",[],5,43,"Output text: Adolfo Suarez Madrid-Barajas airport is located in Alcobendas, Madrid, Spain. It is operated by ENAIRE which is located in Madrid. The runway length is 3500.0.",2.6556320190429688
Food,"[{'object': 'Mexican_peso', 'property': 'currency', 'subject': 'Mexico'}, {'object': 'Dessert', 'property': 'course', 'subject': 'Bionico'}, {'object': 'Granola', 'property': 'ingredient', 'subject': 'Bionico'}, {'object': 'Mexico', 'property': 'country', 'subject': 'Bionico'}]","[[{'object': 'Mexican_peso', 'property': 'currency', 'subject': 'Mexico'}, {'object': 'Dessert', 'property': 'course', 'subject': 'Bionico'}, {'object': 'Granola', 'property': 'ingredient', 'subject': 'Bionico'}, {'object': 'Mexico', 'property': 'country', 'subject': 'Bionico'}]]",[],4,44,Output text: Bionico is a dessert that contains granola and is served in Mexico where the currency is the peso.,1.4379558563232422
CelestialBody,"[{'object': '260855000000.0', 'property': 'periapsis', 'subject': '1147_Stavropolis'}, {'object': '31 July 2016 (JD2457600.5)', 'property': 'epoch', 'subject': '1147_Stavropolis'}]","[[{'object': '2.608545551289435E8', 'property': 'periapsis', 'subject': '1147_Stavropolis'}, {'object': '31 July 2016 (JD2457600.5)', 'property': 'epoch', 'subject': '1147_Stavropolis'}]]",[],2,45,Output text: 1147 Stavropolis has a periapsis of 260855000000.0 and an epoch date of 31 July 2016 JD2457600.5.,2.8645639419555664
City,"[{'object': 'Pacific_Daylight_Time', 'property': 'timeZone', 'subject': 'Ciudad_Ayala'}, {'object': '1604.0', 'property': 'populationDensity', 'subject': 'Ciudad_Ayala'}]","[[{'object': 'Pacific_Daylight_Time', 'property': 'timeZone', 'subject': 'Ciudad_Ayala'}, {'object': '1604.0', 'property': 'populationDensity', 'subject': 'Ciudad_Ayala'}]]",[],2,46,Output text: Ciudad Ayala has a population density of 1604.0 and its time zone is Pacific Daylight Time.,1.5008699893951416
Company,"[{'object': '5594', 'property': 'numberOfEmployees', 'subject': 'Chinabank'}, {'object': '15100000000', 'property': 'netIncome', 'subject': 'Chinabank'}]","[[{'object': '5594', 'property': 'numberOfEmployees', 'subject': 'Chinabank'}, {'object': '1.51E10', 'property': 'netIncome', 'subject': 'Chinabank'}]]",[],2,47,"Output text: Chinabank has 5594 employees and a net income of 15,100,000,000.",1.8662657737731934
ComicsCharacter,"[{'object': 'Steve_Bright', 'property': 'creator', 'subject': 'Bananaman'}, {'object': '""1986-04-15""', 'property': 'lastAired', 'subject': 'Bananaman'}, {'object': 'BBC', 'property': 'broadcastedBy', 'subject': 'Bananaman'}]","[[{'object': 'Steve_Bright', 'property': 'creator', 'subject': 'Bananaman'}, {'object': '""1986-04-15""^^xsd:date', 'property': 'lastAired', 'subject': 'Bananaman'}, {'object': 'BBC', 'property': 'network', 'subject': 'Bananaman'}]]",[],3,48,Output text: Bananaman was created by Steve Bright and was broadcast by the BBC. The last airing of Bananaman was on April 15th 1986.,1.9611268043518066
Food,"[{'object': 'Mexican_peso', 'property': 'currency', 'subject': 'Mexico'}, {'object': 'Mexicans', 'property': 'demonym', 'subject': 'Mexico'}, {'object': 'Dessert', 'property': 'course', 'subject': 'Bionico'}, {'object': 'Guadalajara', 'property': 'region', 'subject': 'Bionico'}, {'object': 'Mexico', 'property': 'country', 'subject': 'Bionico'}]","[[{'object': 'Mexican_peso', 'property': 'currency', 'subject': 'Mexico'}, {'object': 'Mexicans', 'property': 'demonym', 'subject': 'Mexico'}, {'object': 'Dessert', 'property': 'course', 'subject': 'Bionico'}, {'object': 'Guadalajara', 'property': 'region', 'subject': 'Bionico'}, {'object': 'Mexico', 'property': 'country', 'subject': 'Bionico'}]]",[],5,49,Output text: Bionico is a dessert from the Guadalajara region of Mexico. Mexicans are the inhabitants of Mexico where the currency is the peso.,1.7812848091125488
MusicalWork,"[{'object': 'Live_at_Roadburn_2008_(Year_of_No_Light_album)', 'property': 'followedBy', 'subject': 'Nord_(Year_of_No_Light_album)'}, {'object': 'Year_of_No_Light', 'property': 'artist', 'subject': 'Nord_(Year_of_No_Light_album)'}]","[[{'object': 'Live_at_Roadburn_2008_(Year_of_No_Light_album)', 'property': 'subsequentWork', 'subject': 'Nord_(Year_of_No_Light_album)'}, {'object': 'Year_of_No_Light', 'property': 'artist', 'subject': 'Nord_(Year_of_No_Light_album)'}]]",[],2,50,"Output text: Nord, the Year of No Light, was performed by the artist, Year of No Light, and was released in 2008, after Live at Roadburn 2008.",2.1863858699798584
Astronaut,"[{'object': '""1923-11-18""', 'property': 'birthDate', 'subject': 'Alan_Shepard'}, {'object': 'California', 'property': 'deathPlace', 'subject': 'Alan_Shepard'}, {'object': 'New_Hampshire', 'property': 'birthPlace', 'subject': 'Alan_Shepard'}, {'object': 'Apollo_14', 'property': 'mission', 'subject': 'Alan_Shepard'}]","[[{'object': '""1923-11-18""^^xsd:date', 'property': 'birthDate', 'subject': 'Alan_Shepard'}, {'object': 'California', 'property': 'deathPlace', 'subject': 'Alan_Shepard'}, {'object': 'New_Hampshire', 'property': 'birthPlace', 'subject': 'Alan_Shepard'}, {'object': 'Apollo_14', 'property': 'mission', 'subject': 'Alan_Shepard'}]]",[],4,51,Output text: Alan Shepard was born in New Hampshire on 1923-11-18. He served as a crew member on Apollo 14 and died in California.,2.146653890609741
MeanOfTransportation,"[{'object': 'Four-stroke_engine', 'property': 'engine', 'subject': 'ALCO_RS-3'}, {'object': '12', 'property': 'cylinderCount', 'subject': 'ALCO_RS-3'}, {'object': '17068.8 (millimetres)', 'property': 'length', 'subject': 'ALCO_RS-3'}]","[[{'object': 'Four-stroke_engine', 'property': 'enginetype', 'subject': 'ALCO_RS-3'}, {'object': '12', 'property': 'cylindercount', 'subject': 'ALCO_RS-3'}, {'object': '""17068.8""^^<http://dbpedia.org/datatype/millimetre>', 'property': 'MeanOfTransportation/length', 'subject': 'ALCO_RS-3'}]]",[],3,52,"Output text: The ALCO RS-3 has a four-stroke engine, 12 cylinders and is 17068.8 millimetres long.",1.9456651210784912
Scientist,"[{'object': 'Saint_Petersburg', 'property': 'deathPlace', 'subject': 'Olga_Bondareva'}, {'object': '1937-04-27', 'property': 'birthDate', 'subject': 'Olga_Bondareva'}, {'object': 'Bondareva–Shapley_theorem', 'property': 'knownFor', 'subject': 'Olga_Bondareva'}, {'object': '""Olga Nikolaevna Bondareva""', 'property': 'birthName', 'subject': 'Olga_Bondareva'}]","[[{'object': 'Saint_Petersburg,_USSR', 'property': 'deathPlace', 'subject': 'Olga_Bondareva'}, {'object': '1937-04-27', 'property': 'birthDate', 'subject': 'Olga_Bondareva'}, {'object': 'Bondareva–Shapley_theorem', 'property': 'knownFor', 'subject': 'Olga_Bondareva'}, {'object': 'Olga Nikolaevna Bondareva', 'property': 'birthName', 'subject': 'Olga_Bondareva'}], [{'object': 'Saint_Petersburg', 'property': 'deathPlace', 'subject': 'Olga_Bondareva'}, {'object': '1937-04-27', 'property': 'birthDate', 'subject': 'Olga_Bondareva'}, {'object': 'Bondareva–Shapley_theorem', 'property': 'knownFor', 'subject': 'Olga_Bondareva'}, {'object': 'Olga Nikolaevna Bondareva', 'property': 'birthName', 'subject': 'Olga_Bondareva'}]]",[],4,53,"Output text: Olga Bondareva, born Olga Nikolaevna Bondareva on 27th April 1937, died in Saint Petersburg. She is known for the Bondareva-Shapley theorem.",2.455260753631592
